word,meaning,furigana,romaji,level
こだわる,to fuss over; to be particular about; to be concerned about,,kodawaru,N1
厳密,strict; close,げんみつ,genmitsu,N1
ずぶ濡れ,soaked; dripping wet,ずぶぬれ,zubunure,N1
布告,edict; ordinance; proclamation,ふこく,fukoku,N1
灯,light,ともしび,tomoshibi,N1
召す,to call; to send for; to put on; to wear; to take (a bath); to ride in; to buy; to eat; to drink; to catch (a,めす,mesu,N1
話し合い,discussion; conference,はなしあい,hanashiai,N1
皇居,Imperial Palace,こうきょ,kōkyo,N1
さっと,quickly; suddenly,,satto,N1
街,~street; ~quarters,がい,gai,N1
遮る,to interrupt; to intercept; to obstruct,さえぎる,saegiru,N1
一様,uniformity; evenness; similarity; equality; impartiality,いちよう,ichiyō,N1
渋い,1.  tasteful (clothing); cool; an aura of refined masculinity; 2.  astringent; sullen; bitter (taste); 3,しぶい,shibui,N1
痺れる,to become numb; to go to sleep (i.e.  a limb),しびれる,shibireru,N1
品質,quality,ひんしつ,hinshitsu,N1
かも知れない,may; might; perhaps; may be; possibly,かもしれない,kamoshirenai,N1
他動詞,transitive verb (direct obj),たどうし,tadōshi,N1
咎める,to blame; to find fault; to take someone to task; to aggravate (an injury),とがめる,togameru,N1
風俗,1.  manners; customs; 2.  sex service; sex industry,ふうぞく,fūzoku,N1
小売,retail,こうり,kōri,N1
温和,gentle; mild; moderate,おんわ,onwa,N1
花びら,(flower) petal,はなびら,hanabira,N1
用法,directions; rules of use,ようほう,yōhō,N1
必然,inevitable; necessary,ひつぜん,hitsuzen,N1
焦げ茶,black tea,こげちゃ,kogecha,N1
香辛料,spices,こうしんりょう,kōshinryō,N1
未開,savage land; backward region; uncivilized,みかい,mikai,N1
利息,interest (bank),りそく,risoku,N1
差し出す,to present; to submit; to tender; to hold out,さしだす,sashidasu,N1
筈,it should be so,はず,hazu,N1
貫く,to go through,つらぬく,tsuranuku,N1
概説,general statement; outline,がいせつ,gaisetsu,N1
見通し,perspective; unobstructed view; outlook; forecast; prospect; insight,みとおし,mitōshi,N1
改まる,to be renewed,あらたまる,aratamaru,N1
勤め先,place of work,つとめさき,tsutomesaki,N1
下位,low rank; subordinate; lower order (e.g. byte),かい,kai,N1
固定,fixation,こてい,kotei,N1
乙,1.  strange; quaint; stylish; chic; spicy; queer; witty; tasty; romantic; 2.  2nd in rank; second sign of the,おつ,otsu,N1
固める,to harden; to freeze; to fortify,かためる,katameru,N1
出合う,to meet by chance; to come across; to happen to encounter; to hold a rendezvous; to have a date,であう,deau,N1
戯曲,play; drama,ぎきょく,gikyoku,N1
やり遂げる,to accomplish,やりとげる,yaritogeru,N1
政権,administration; political power,せいけん,seiken,N1
悪口,abuse; insult; slander; evil speaking,あっこう,akkō,N1
末期,closing years (period  days); last stage,まっき,makki,N1
墓地,cemetery; graveyard,はかち,hakachi,N1
俺,I (ego) (boastful first-person pronoun),おれ,ore,N1
冷酷,cruelty; coldheartedness; relentless; ruthless,れいこく,reikoku,N1
過密,crowded,かみつ,kamitsu,N1
歯磨,dentifrice; toothpaste,はみがき,hamigaki,N1
悪い,hateful; abominable; poor-looking,にくい,nikui,N1
げっそり,being disheartened; losing weight,,gessori,N1
初版,first edition,しょはん,shohan,N1
捻じれる,to twist; to wrench; to screw,ねじれる,nejireru,N1
予言,prediction; promise; prognostication,かねごと,kanegoto,N1
器,bowl; vessel; container,うつわ,utsuwa,N1
一同,all present; all concerned; all of us,いちどう,ichidō,N1
該当,corresponding; answering to; coming under,がいとう,gaitō,N1
デザイン,design,,dezain,N1
面会,interview,めんかい,menkai,N1
同士,fellow; companion; comrade,どうし,dōshi,N1
控える,to draw in; to hold back; to make notes; to be temperate in,ひかえる,hikaeru,N1
悩み,trouble(s); worry; distress; anguish; agony; problem,なやみ,nayami,N1
植民地,colony,しょくみんち,shokuminchi,N1
漂う,to drift about; to float; to hang in air,ただよう,tadayō,N1
奉る,to offer; to present; to revere; to do respectfully,たてまつる,tatematsuru,N1
逃げ出す,to run away; to escape from,にげだす,nigedasu,N1
写し,copy; duplicate; facsimile; transcript,うつし,utsushi,N1
潜水,diving,せんすい,sensui,N1
相変わらず,as ever; as usual; the same,あいかわらず,aikawarazu,N1
差し掛かる,to come near to; to approach,さしかかる,sashikakaru,N1
其処で,so (conj); accordingly; now; then; thereupon,そこで,sokode,N1
救援,relief; rescue; reinforcement,きゅうえん,kyūen,N1
揉める,to disagree; to dispute,もめる,momeru,N1
補充,supplementation; supplement; replenishment; replenishing,ほじゅう,hojū,N1
各種,every kind; all sorts,かくしゅ,kakushu,N1
気質,spirit; character; trait; temperament; disposition,かたぎ,katagi,N1
帯びる,to wear; to carry; to be entrusted; to have; to take on; to have a trace of; to be tinged with,おびる,obiru,N1
感無量,deep feeling; inexpressible feeling; filled with emotion,かんむりょう,kanmuryō,N1
然しながら,nevertheless; however,しかしながら,shikashinagara,N1
向け,for ~; oriented towards ~,むけ,muke,N1
空しい,vacant; futile; vain; void; empty; ineffective; lifeless,むなしい,munashii,N1
襲う,to attack,おそう,osō,N1
不便,pity; compassion,ふびん,fubin,N1
年鑑,yearbook,ねんかん,nenkan,N1
留める,to stop; to cease; to put an end to,とどめる,todomeru,N1
タイル,tile,,tairu,N1
山脈,mountain range,さんみゃく,sanmyaku,N1
排水,drainage,はいすい,haisui,N1
上回る,to exceed,うわまわる,uwamawaru,N1
強制,obligation; coercion; compulsion; enforcement,きょうせい,kyōsei,N1
新入生,freshman; first-year student,しんにゅうせい,shinnyūsei,N1
仮,tentative; provisional,か,ka,N1
学歴,academic background,がくれき,gakureki,N1
シート,seat; sheet,,shīto,N1
戦災,war damage,せんさい,sensai,N1
混血,mixed race; mixed parentage,こんけつ,konketsu,N1
津波,tsunami; tidal wave,つなみ,tsunami,N1
出鱈目,irresponsible utterance; nonsense; nonsensical; random; haphazard; unsystematic,でたらめ,detarame,N1
目蓋,eyelid,まぶた,mabuta,N1
間々,occasionally; frequently,まま,mama,N1
簡素,simplicity; plain,かんそ,kanso,N1
ルール,rule,,rūru,N1
繁盛,prosperity; flourishing; thriving,はんじょう,hanjō,N1
塵取り,dustpan,ちりとり,chiritori,N1
吊るす,to hang,つるす,tsurusu,N1
顔付き,(outward) looks; features; face; countenance; expression,かおつき,kaotsuki,N1
定年,retirement age,ていねん,teinen,N1
世代,generation; the world; the age,せだい,sedai,N1
本音,real intention; motive,ほんね,honne,N1
運送,shipping; marine transportation,うんそう,unsō,N1
分裂,split; division; break up,ぶんれつ,bunretsu,N1
ホース,hose,,hōsu,N1
電源,source of electricity; power (button on TV  etc.),でんげん,dengen,N1
年輪,annual tree ring,ねんりん,nenrin,N1
外貨,imported goods; foreign money,がいか,gaika,N1
人格,personality; character; individuality,じんかく,jinkaku,N1
日向,sunny place; in the sun,ひなた,hinata,N1
気配,indication; market trend; worry,きはい,kihai,N1
見舞,enquiry; expression of sympathy; expression of concern,みまい,mimai,N1
少女,daughter; young lady; virgin; maiden; little girl,おとめ,otome,N1
微塵,particle; atom,みじん,mijin,N1
美味しい,delicious; tasty,おいしい,oishii,N1
臆病,cowardice; timidity,おくびょう,okubyō,N1
費,cost; expense,ひ,hi,N1
誂える,to give an order; to place an order,あつらえる,atsuraeru,N1
保母,day care worker in a kindergarten  nursery school  etc.,ほぼ,hobo,N1
汚す,to disgrace; to dishonour,けがす,kegasu,N1
姓名,full name,せいめい,seimei,N1
重宝,priceless treasure; convenience; usefulness,じゅうほう,jūhō,N1
差額,balance; difference; margin,さがく,sagaku,N1
御免ください,May I come in?,ごめんください,gomenkudasai,N1
大ざっぱ,rough (as in not precise); broad; sketchy,おおざっぱ,ōzappa,N1
近視,shortsightedness,きんし,kinshi,N1
分配,division; sharing,ぶんぱい,bunpai,N1
然して,and,そして,soshite,N1
農場,farm (agriculture),のうじょう,nōjō,N1
流し,sink,ながし,nagashi,N1
不況,recession; depression; slump,ふきょう,fukyō,N1
易い,easy,やすい,yasui,N1
甘える,to behave like a spoiled child; to fawn on,あまえる,amaeru,N1
同調,sympathy; agree with; alignment; tuning,どうちょう,dōchō,N1
滅びる,to be ruined; to go under; to perish; to be destroyed,ほろびる,horobiru,N1
講読,reading; translation,こうどく,kōdoku,N1
アマチュア,amateur,,amachua,N1
お産,(giving) birth,おさん,osan,N1
省みる,to reflect,かえりみる,kaerimiru,N1
花粉,pollen,かふん,kafun,N1
粋,chic; style; purity; essence,いき,iki,N1
責務,duty; obligation,せきむ,sekimu,N1
余暇,leisure; leisure time; spare time,よか,yoka,N1
転回,revolution; rotation,てんかい,tenkai,N1
伴う,to accompany; to bring with; to be accompanied by; to be involved in,ともなう,tomonau,N1
誇る,to boast of; to be proud of,ほこる,hokoru,N1
繁殖,breed; multiply; increase; propagation,はんしょく,hanshoku,N1
問,problem; question,もん,mon,N1
原子,atom,げんし,genshi,N1
及ぶ,to reach; to come up to; to amount to; to befall; to happen to; to extend; to match; to equal,およぶ,oyobu,N1
他人,another person; unrelated person; outsider; stranger,あだびと,adabito,N1
組み合わせる,to join together; to combine; to join up,くみあわせる,kumiawaseru,N1
立ち寄る,to stop by; to drop in for a short visit,たちよる,tachiyoru,N1
反撃,counterattack; counteroffensive; counterblow,はんげき,hangeki,N1
入賞,winning a prize or place (in a contest),にゅうしょう,nyūshō,N1
於,at; in; on,お,o,N1
方式,form; method; system,ほうしき,hōshiki,N1
報道,information; report,ほうどう,hōdō,N1
棟,place; section; building,とう,tō,N1
動的,dynamic; kinetic,どうてき,dōteki,N1
巨,big; large; great,こ,ko,N1
館,house; hall; building; hotel; inn; guesthouse,かん,kan,N1
利潤,profit; returns,りじゅん,rijun,N1
その為,hence; for that reason,そのため,sonotame,N1
微量,minuscule amount; extremely small quantity,びりょう,biryō,N1
実,truth; reality; sincerity; fidelity; kindness; faith; substance; essence,じつ,jitsu,N1
しょっちゅう,always; constantly,,shotchū,N1
オートマチック,automatic,,ōtomachikku,N1
決まる,to be decided; to be settled; to look good in (clothes),きまる,kimaru,N1
揺らぐ,to swing; to sway; to shake; to tremble,ゆらぐ,yuragu,N1
新婚,newly-wed,しんこん,shinkon,N1
賜る,to grant; to bestow,たまわる,tamawaru,N1
個別,particular case,こべつ,kobetsu,N1
微笑,smile,びしょう,bishō,N1
兎も角,anyhow; anyway; somehow or other; generally speaking; in any case,ともかく,tomokaku,N1
適宜,suitability,てきぎ,tekigi,N1
争い,dispute; strife; quarrel; dissension; conflict; rivalry; contest,あらそい,arasoi,N1
祈り,prayer; supplication,いのり,inori,N1
氾濫,overflowing; flood,はんらん,hanran,N1
ユニフォーム,uniform,,yunifōmu,N1
是非とも,by all means (with sense of not taking no for an answer),ぜひとも,zehitomo,N1
両立,compatibility; coexistence; standing together,りょうりつ,ryōritsu,N1
通りかかる,to happen to pass by,とおりかかる,tōrikakaru,N1
退化,degeneration; retrogression,たいか,taika,N1
結び付き,connection; relation,むすびつき,musubitsuki,N1
設ける,to create; to establish,もうける,mōkeru,N1
病む,to fall ill; to be ill,やむ,yamu,N1
塩,salt,えん,en,N1
ストライキ,strike,,sutoraiki,N1
付け加える,to add one thing to another,つけくわえる,tsukekuwaeru,N1
嘗て,once; ever,かつて,katsute,N1
反する,to be inconsistent with; to oppose; to contradict; to transgress; to rebel,はんする,hansuru,N1
副,especially; above all,とりわけ,toriwake,N1
抽選,lottery; raffle; drawing (of lots),ちゅうせん,chūsen,N1
代弁,pay by proxy; act for another; speak for another,だいべん,daiben,N1
見合い,formal marriage interview,みあい,miai,N1
式場,ceremonial hall; place of ceremony (e.g. marriage),しきじょう,shikijō,N1
指摘,pointing out; identification,してき,shiteki,N1
新,new,しん,shin,N1
節,node; section; occasion; time,せつ,setsu,N1
汚れる,to get dirty; to become dirty,けがれる,kegareru,N1
野心,ambition; aspiration; designs; treachery,やしん,yashin,N1
華々しい,brilliant; magnificent; spectacular,はなばなしい,hanabanashii,N1
崖,cliff,がけ,gake,N1
教員,teaching staff,きょういん,kyōin,N1
眉,eyebrow,まゆ,mayu,N1
短縮,shortening; abbreviation; reduction,たんしゅく,tanshuku,N1
もろに,completely; all the way,,moroni,N1
志向,intention; aim,しこう,shikō,N1
為来り,customs,しきたり,shikitari,N1
本能,instinct,ほんのう,honnō,N1
良好,favorable; satisfactory,りょうこう,ryōkō,N1
配慮,consideration; concern; forethought,はいりょ,hairyo,N1
腹立ち,anger,はらだち,haradachi,N1
適応,adaptation; accommodation; conformity,てきおう,tekiō,N1
申出,proposal; request; claim; report; notice,もうしで,mōshide,N1
夜具,bedding,やぐ,yagu,N1
孤立,isolation; helplessness,こりつ,koritsu,N1
封建,feudalistic,ほうけん,hōken,N1
発育,(physical) growth; development,はついく,hatsuiku,N1
釣り,fishing; angling,つり,tsuri,N1
年長,seniority,ねんちょう,nenchō,N1
妊娠,conception; pregnancy,にんしん,ninshin,N1
幹線,main line; trunk line,かんせん,kansen,N1
海運,maritime; marine transportation,かいうん,kaiun,N1
申し分,objection; shortcomings,もうしぶん,mōshibun,N1
傾ける,to incline; to list; to bend; to lean; to tip; to tilt; to slant; to concentrate on; to ruin (a country); to,かたむける,katamukeru,N1
恵む,to bless; to show mercy to,めぐむ,megumu,N1
動員,mobilization,どういん,dōin,N1
雛,young bird; chick; doll,ひな,hina,N1
おどおど,coweringly; hesitantly,,odōdo,N1
金庫,safe; vault; treasury; provider of funds,かねぐら,kanegura,N1
断面,cross section,だんめん,danmen,N1
同盟,alliance; union; league,どうめい,dōmei,N1
使い道,use,つかいみち,tsukaimichi,N1
引き取る,to take charge of; to take over; to retire to a private place,ひきとる,hikitoru,N1
入る,to get in; to go in; to come in; to flow into; to set; to set in,いる,iru,N1
単,one layer; single,ひとえ,hitoe,N1
宣言,declaration; proclamation; announcement,せんげん,sengen,N1
効き目,effect; virtue; efficacy; impression,ききめ,kikime,N1
ビジネス,business,,bijinesu,N1
現行,present; current; in operation,げんこう,genkō,N1
大便,feces; excrement; shit,だいべん,daiben,N1
貶す,to speak ill of,けなす,kenasu,N1
郷愁,nostalgia; homesickness,きょうしゅう,kyōshū,N1
文,letter; writings,ふみ,fumi,N1
手筈,arrangement; plan; programme,てはず,tehazu,N1
語句,words; phrases,ごく,goku,N1
依って,therefore; consequently; accordingly; because of,よって,yotte,N1
規定,regulation; provisions,きてい,kitei,N1
演習,practice; exercises; manoeuvers,えんしゅう,enshū,N1
